Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80
36,108,-0.54,151.90625,152.0625,0.15625,0.1938916836,-0.007389831352,NaN,21,63,0.36,151.9375,152.03125,0.09375,0.1501878523,-0.002846627606,NaN,21,63,0.36,151.96875,152.03125,0.0625,0.1178511302,-0.007507163063,NaN,21,63,0.54,150.5,153.5,3,0.8164965809,0.03242356664,NaN,21,63,0.54,150.40625,153.5625,3.15625,0.8374896351,0.02836749935,NaN,21,63,0.54,150.375,153.625,3.25,0.8498365856,0.02654585129,NaN,21,63,0.54,150.40625,153.5625,3.15625,0.8374896351,0.02691858593,NaN,21,63,0.54,150.3125,153.6875,3.375,0.8660254038,0.02309669049,NaN,21,63,0.54,150.25,153.71875,3.46875,0.8779711461,0.02166774728
37,111,-0.6,151.28125,152.6875,1.40625,0.5816750507,0.04342905054,NaN,22,66,0.3,152.0625,151.9375,-0.125,-0.1734219939,-0.02532374153,NaN,22,66,0.3,152.0625,151.875,-0.1875,-0.2123976976,-0.02939129508,NaN,22,66,0.48,150.75,153.25,2.5,0.7453559925,0.03448442449,NaN,22,66,0.48,150.5625,153.4375,2.875,0.7993052539,0.02917377218,NaN,22,66,0.48,150.5,153.5,3,0.8164965809,0.02646108439,NaN,22,66,0.48,150.4375,153.5,3.0625,0.8249579114,0.02534964699,NaN,22,66,0.48,150.34375,153.625,3.28125,0.8539125638,0.02183922809,NaN,22,66,0.48,150.3125,153.65625,3.34375,0.8620067027,0.02086543737
38,114,-0.66,150.3125,153.71875,3.40625,0.9052893859,0.03818660861,NaN,23,69,0.24,152.125,151.875,-0.25,-0.2452557358,-0.02638004709,NaN,23,69,0.24,152.125,151.84375,-0.28125,-0.2601329909,-0.02940900163,NaN,23,69,0.42,150.9375,153,2.0625,0.6770032004,0.03323945533,NaN,23,69,0.42,150.6875,153.25,2.5625,0.7546154282,0.02843296631,NaN,23,69,0.42,150.5625,153.40625,2.84375,0.7949493345,0.02498478243,NaN,23,69,0.42,150.5,153.4375,2.9375,0.8079466429,0.02369207419,NaN,23,69,0.42,150.375,153.5625,3.1875,0.8416254115,0.01997726318,NaN,23,69,0.42,150.375,153.625,3.25,0.8498365856,0.01876269782
39,117,-0.72,150.09375,153.875,3.78125,0.9538209665,0.01664458028,NaN,24,72,0.18,152.15625,151.8125,-0.34375,-0.2875878421,-0.02184649703,NaN,24,72,0.18,152.1875,151.75,-0.4375,-0.3244428423,-0.02429930184,NaN,24,72,0.36,151.125,152.875,1.75,0.6236095645,0.02982458912,NaN,24,72,0.36,150.8125,153.125,2.3125,0.7168604389,0.02603505263,NaN,24,72,0.36,150.65625,153.3125,2.65625,0.7682953714,0.02281295116,NaN,24,72,0.36,150.59375,153.375,2.78125,0.7861650943,0.02119706271,NaN,24,72,0.36,150.4375,153.5625,3.125,0.8333333333,0.01774461601,NaN,24,72,0.36,150.375,153.625,3.25,0.8498365856,0.01651368832
40,120,-0.78,150.0625,153.9375,3.875,0.9655727974,0.01086530602,NaN,25,75,0.12,152.1875,151.78125,-0.40625,-0.3126409457,-0.01392404541,NaN,25,75,0.12,152.1875,151.75,-0.4375,-0.3244428423,-0.0145795811,NaN,25,75,0.3,151.25,152.6875,1.4375,0.5651941653,0.02520440099,NaN,25,75,0.3,150.9375,153.03125,2.09375,0.682112731,0.02254196015,NaN,25,75,0.3,150.75,153.25,2.5,0.7453559925,0.0196235348,NaN,25,75,0.3,150.625,153.34375,2.71875,0.7772815878,0.0179518466,NaN,25,75,0.3,150.46875,153.5,3.03125,0.8207381501,0.01509798368,NaN,25,75,0.3,150.4375,153.5625,3.125,0.8333333333,0.01426235704
41,123,-0.84,150.0625,153.9375,3.875,0.9655727974,0.01015086133,NaN,26,78,0.06,152.1875,151.78125,-0.40625,-0.3126409457,-0.004641348471,NaN,26,78,0.06,152.1875,151.75,-0.4375,-0.3244428423,-0.004859860368,NaN,26,78,0.24,151.40625,152.5625,1.15625,0.5068968775,0.01976213788,NaN,26,78,0.24,151.03125,152.9375,1.90625,0.6508541397,0.01819657778,NaN,26,78,0.24,150.78125,153.1875,2.40625,0.7312470323,0.0157772354,NaN,26,78,0.24,150.6875,153.3125,2.625,0.7637626158,0.01436515825,NaN,26,78,0.24,150.5,153.5,3,0.8164965809,0.01222094467,NaN,26,78,0.24,150.4375,153.53125,3.09375,0.8291561976,0.01140027823
42,126,-0.9,150.0625,153.9375,3.875,0.9655727974,0.01090277699,NaN,27,81,0,152.1875,151.78125,-0.40625,-0.3126409457,0,NaN,27,81,0,152.1875,151.75,-0.4375,-0.3244428423,0,NaN,27,81,0.18,151.5,152.5,1,0.4714045208,0.01400792269,NaN,27,81,0.18,151.09375,152.875,1.78125,0.6291528696,0.01334081254,NaN,27,81,0.18,150.8125,153.125,2.3125,0.7168604389,0.01166175812,NaN,27,81,0.18,150.6875,153.28125,2.59375,0.7592027983,0.0104438799,NaN,27,81,0.18,150.5625,153.4375,2.875,0.7993052539,0.009071331728,NaN,27,81,0.18,150.46875,153.5,3.03125,0.8207381501,0.00831983805
43,129,-0.96,150.0625,153.9375,3.875,0.9655727974,0.01165469264,NaN,28,84,-0.06,152.1875,151.78125,-0.40625,-0.3126409457,-0.004641348471,NaN,28,84,-0.06,152.1875,151.75,-0.4375,-0.3244428423,-0.004859860368,NaN,28,84,0.12,151.5625,152.40625,0.84375,0.4330127019,0.008285590281,NaN,28,84,0.12,151.1875,152.8125,1.625,0.6009252126,0.008173360752,NaN,28,84,0.12,150.875,153.0625,2.1875,0.6972166888,0.007184656894,NaN,28,84,0.12,150.71875,153.25,2.53125,0.75,0.006361725124,NaN,28,84,0.12,150.5625,153.4375,2.875,0.7993052539,0.005472074566,NaN,28,84,0.12,150.46875,153.5,3.03125,0.8207381501,0.005022471628
44,132,-1.02,150.0625,153.9375,3.875,0.9655727974,0.0124066083,NaN,29,87,-0.12,152.1875,151.78125,-0.40625,-0.3126409457,-0.01392404541,NaN,29,87,-0.12,152.1875,151.75,-0.4375,-0.3244428423,-0.0145795811,NaN,29,87,0.06,151.625,152.375,0.75,0.4082482905,0.002732223796,NaN,29,87,0.06,151.21875,152.75,1.53125,0.5833333333,0.002748893572,NaN,29,87,0.06,150.90625,153.0625,2.15625,0.6922186552,0.002409561224,NaN,29,87,0.06,150.71875,153.25,2.53125,0.75,0.002120575041,NaN,29,87,0.06,150.5625,153.40625,2.84375,0.7949493345,0.001843541875,NaN,29,87,0.06,150.5,153.5,3,0.8164965809,0.001694536409
45,135,-1.08,150.0625,153.9375,3.875,0.9655727974,0.01315852395,NaN,30,90,-0.18,152.15625,151.8125,-0.34375,-0.2875878421,-0.02184649703,NaN,30,90,-0.18,152.1875,151.75,-0.4375,-0.3244428423,-0.02429930184,NaN,30,90,0,151.625,152.375,0.75,0.4082482905,0,NaN,30,90,0,151.25,152.75,1.5,0.5773502692,0,NaN,30,90,0,150.9375,153.0625,2.125,0.6871842709,0,NaN,30,90,0,150.71875,153.25,2.53125,0.75,0,NaN,30,90,0,150.59375,153.40625,2.8125,0.790569415,0,NaN,30,90,0,150.5,153.5,3,0.8164965809,0
46,138,-1.14,150.0625,153.9375,3.875,0.9655727974,0.01391043961,NaN,31,93,-0.24,152.125,151.84375,-0.28125,-0.2601329909,-0.02739322061,NaN,31,93,-0.24,152.1875,151.78125,-0.40625,-0.3126409457,-0.03314497499,NaN,31,93,-0.06,151.625,152.375,0.75,0.4082482905,0.002732223796,NaN,31,93,-0.06,151.25,152.75,1.5,0.5773502692,0.002759766527,NaN,31,93,-0.06,150.9375,153.0625,2.125,0.6871842709,0.002431163495,NaN,31,93,-0.06,150.6875,153.28125,2.59375,0.7592027983,0.002067576605,NaN,31,93,-0.06,150.5625,153.4375,2.875,0.7993052539,0.001814266346,NaN,31,93,-0.06,150.5,153.5,3,0.8164965809,0.001694536409
47,141,-1.2,150.0625,153.9375,3.875,0.9655727974,0.01466235526,NaN,32,96,-0.3,152.0625,151.90625,-0.15625,-0.1938916836,-0.02791962668,NaN,32,96,-0.3,152.15625,151.78125,-0.375,-0.3003757046,-0.04065337525,NaN,32,96,-0.12,151.625,152.375,0.75,0.4082482905,0.008196671389,NaN,32,96,-0.12,151.1875,152.8125,1.625,0.6009252126,0.008184233707,NaN,32,96,-0.12,150.90625,153.09375,2.1875,0.6972166888,0.007206259165,NaN,32,96,-0.12,150.65625,153.3125,2.65625,0.7682953714,0.006094239709,NaN,32,96,-0.12,150.5625,153.4375,2.875,0.7993052539,0.005442799037,NaN,32,96,-0.12,150.5,153.5,3,0.8164965809,0.005083609226
48,144,-1.26,150.0625,153.9375,3.875,0.9655727974,0.01541427091,NaN,33,99,-0.36,152,152,0,0,-0.01309020616,NaN,33,99,-0.36,152.0625,151.875,-0.1875,-0.2123976976,-0.03956223083,NaN,33,99,-0.18,151.53125,152.4375,0.90625,0.4487637339,0.01385767835,NaN,33,99,-0.18,151.125,152.875,1.75,0.6236095645,0.01338835208,NaN,33,99,-0.18,150.875,153.125,2.25,0.7071067812,0.01180206321,NaN,33,99,-0.18,150.625,153.375,2.75,0.78173596,0.009815827838,NaN,33,99,-0.18,150.53125,153.46875,2.9375,0.8079466429,0.008893288252,NaN,33,99,-0.18,150.4375,153.5625,3.125,0.8333333333,0.008101461797
49,147,-1.32,150.0625,153.9375,3.875,0.9655727974,0.01616618657,NaN,34,102,-0.42,151.78125,152.1875,0.40625,0.3126409457,0.01701296181,NaN,34,102,-0.42,151.9375,152.0625,0.125,0.1734219939,-0.006125750201,NaN,34,102,-0.24,151.4375,152.4375,1,0.4714045208,0.01966597237,NaN,34,102,-0.24,151.0625,152.9375,1.875,0.6454972244,0.01831593545,NaN,34,102,-0.24,150.8125,153.1875,2.375,0.7264831573,0.01601618713,NaN,34,102,-0.24,150.5625,153.4375,2.875,0.7993052539,0.01304623012,NaN,34,102,-0.24,150.46875,153.5,3.03125,0.8207381501,0.011920626,NaN,34,102,-0.24,150.4375,153.5625,3.125,0.8333333333,0.01099557429
50,150,-1.38,150.0625,153.9375,3.875,0.9655727974,0.01691810222,NaN,35,105,-0.48,151.4375,152.53125,1.09375,0.512989176,0.0396171636,NaN,35,105,-0.48,151.5625,152.4375,0.875,0.4588314677,0.03381462013,NaN,35,105,-0.3,151.3125,152.65625,1.34375,0.5464532104,0.02528788214,NaN,35,105,-0.3,151,153.0625,2.0625,0.6770032004,0.02271754021,NaN,35,105,-0.3,150.71875,153.25,2.53125,0.75,0.0195920948,NaN,35,105,-0.3,150.5,153.5,3,0.8164965809,0.01572974743,NaN,35,105,-0.3,150.4375,153.5625,3.125,0.8333333333,0.01450985207,NaN,35,105,-0.3,150.375,153.59375,3.21875,0.8457409638,0.01366070467
51,153,-1.44,150,154,4,0.9810229432,0,NaN,36,108,-0.54,151.28125,152.71875,1.4375,0.5881025945,0.04726102009,NaN,36,108,-0.54,151.375,152.5625,1.1875,0.5345224838,0.0477917107,NaN,36,108,-0.36,151.1875,152.8125,1.625,0.6009252126,0.03028854207,NaN,36,108,-0.36,150.8125,153.125,2.3125,0.7168604389,0.02613881456,NaN,36,108,-0.36,150.625,153.375,2.75,0.78173596,0.02218120467,NaN,36,108,-0.36,150.4375,153.5625,3.125,0.8333333333,0.01789746,NaN,36,108,-0.36,150.40625,153.59375,3.1875,0.8416254115,0.01689896897,NaN,36,108,-0.36,150.375,153.625,3.25,0.8498365856,0.01603722604
52,156,-1.5,150,154,4,0.9810229432,0,NaN,37,111,-0.6,150.8125,153.1875,2.375,0.755928946,0.04552331906,NaN,37,111,-0.6,150.84375,153.125,2.28125,0.7408590827,0.04703879694,NaN,37,111,-0.42,151,153,2,0.6666666667,0.0338663204,NaN,37,111,-0.42,150.6875,153.28125,2.59375,0.7592027983,0.02824636113,NaN,37,111,-0.42,150.53125,153.4375,2.90625,0.8036375634,0.02407139604,NaN,37,111,-0.42,150.34375,153.625,3.28125,0.8539125638,0.01930067797,NaN,37,111,-0.42,150.375,153.65625,3.28125,0.8539125638,0.01892088735,NaN,37,111,-0.42,150.3125,153.6875,3.375,0.8660254038,0.0178452215
53,159,-1.56,150,154,4,0.9810229432,0,NaN,38,114,-0.66,150.3125,153.6875,3.375,0.9011271138,0.03195080221,NaN,38,114,-0.66,150.1875,153.78125,3.59375,0.9298718482,0.02982581623,NaN,38,114,-0.48,150.75,153.25,2.5,0.7453559925,0.03476565782,NaN,38,114,-0.48,150.53125,153.4375,2.90625,0.8036375634,0.0287508266,NaN,38,114,-0.48,150.40625,153.59375,3.1875,0.8416254115,0.02455304968,NaN,38,114,-0.48,150.25,153.75,3.5,0.8819171037,0.01929820424,NaN,38,114,-0.48,150.28125,153.71875,3.4375,0.8740073735,0.01983918577,NaN,38,114,-0.48,150.25,153.75,3.5,0.8819171037,0.01860781904
54,162,-1.62,150,154,4,0.9810229432,0,NaN,39,117,-0.72,150.125,153.9375,3.8125,0.9577542655,0.01657554339,NaN,39,117,-0.72,149.9375,154.0625,4.125,0.9962335083,0,NaN,39,117,-0.54,150.5,153.4375,2.9375,0.8079466429,0.03296700564,NaN,39,117,-0.54,150.375,153.625,3.25,0.8498365856,0.02726735039,NaN,39,117,-0.54,150.25,153.75,3.5,0.8819171037,0.02266007537,NaN,39,117,-0.54,150.1875,153.8125,3.625,0.8975274679,0.01878390463,NaN,39,117,-0.54,150.25,153.75,3.5,0.8819171037,0.02056337802,NaN,39,117,-0.54,150.1875,153.8125,3.625,0.8975274679,0.01878390463
55,165,-1.68,150,154,4,0.9810229432,0,NaN,40,120,-0.78,150.03125,153.96875,3.9375,0.9733285268,0.009308066376,NaN,40,120,-0.78,149.84375,154.15625,4.3125,1.018623574,0,NaN,40,120,-0.6,150.3125,153.6875,3.375,0.8660254038,0.0289164307,NaN,40,120,-0.6,150.25,153.75,3.5,0.8819171037,0.02476744031,NaN,40,120,-0.6,150.1875,153.8125,3.625,0.8975274679,0.02100187048,NaN,40,120,-0.6,150.125,153.875,3.75,0.9128709292,0.01835709057,NaN,40,120,-0.6,150.1875,153.8125,3.625,0.8975274679,0.02100187048,NaN,40,120,-0.6,150.15625,153.84375,3.6875,0.9052317076,0.01906391129
56,168,-1.74,150,154,4,0.9810229432,0,NaN,41,123,-0.84,150.03125,153.96875,3.9375,0.9733285268,0.007927250729,NaN,41,123,-0.84,149.84375,154.15625,4.3125,1.018623574,0,NaN,41,123,-0.66,150.0625,153.875,3.8125,0.9204467514,0.02223181309,NaN,41,123,-0.66,150.09375,153.90625,3.8125,0.9204467514,0.02088752935,NaN,41,123,-0.66,150.09375,153.90625,3.8125,0.9204467514,0.01951142729,NaN,41,123,-0.66,150.03125,153.96875,3.9375,0.9354143467,0.01651146197,NaN,41,123,-0.66,150.09375,153.90625,3.8125,0.9204467514,0.01951142729,NaN,41,123,-0.66,150.09375,153.90625,3.8125,0.9204467514,0.01881195995
57,171,-1.8,150,154,4,0.9810229432,0,NaN,42,126,-0.9,150.03125,153.96875,3.9375,0.9733285268,0.008514454486,NaN,42,126,-0.9,149.8125,154.15625,4.34375,1.022307577,0,NaN,42,126,-0.72,149.9375,154.0625,4.125,0.9574271078,0.0146415258,NaN,42,126,-0.72,149.96875,154,4.03125,0.9464847243,0.01598389389,NaN,42,126,-0.72,150,154,4,0.9428090416,0.01642751979,NaN,42,126,-0.72,149.96875,154.03125,4.0625,0.9501461876,0.01394466093,NaN,42,126,-0.72,150.03125,153.96875,3.9375,0.9354143467,0.01730889103,NaN,42,126,-0.72,150.0625,153.9375,3.875,0.9279607271,0.01818226521
58,174,-1.86,150,154,4,0.9810229432,0,NaN,43,129,-0.96,150.03125,153.96875,3.9375,0.9733285268,0.009101658244,NaN,43,129,-0.96,149.8125,154.1875,4.375,1.025978352,0,NaN,43,129,-0.78,149.875,154.125,4.25,0.9718253158,0.009557591413,NaN,43,129,-0.78,149.90625,154.125,4.21875,0.9682458366,0.01139469868,NaN,43,129,-0.78,149.9375,154.0625,4.125,0.9574271078,0.01331073719,NaN,43,129,-0.78,149.90625,154.0625,4.15625,0.9610468829,0.01193274098,NaN,43,129,-0.78,150,154,4,0.9428090416,0.01612693525,NaN,43,129,-0.78,150,154,4,0.9428090416,0.01700030943
59,177,-1.92,150,154,4,0.9810229432,0,NaN,44,132,-1.02,150.03125,153.96875,3.9375,0.9733285268,0.009688862002,NaN,44,132,-1.02,149.8125,154.1875,4.375,1.025978352,0,NaN,44,132,-0.84,149.84375,154.1875,4.34375,0.9824855102,0,NaN,44,132,-0.84,149.875,154.15625,4.28125,0.9753916592,0.008320962969,NaN,44,132,-0.84,149.875,154.125,4.25,0.9718253158,0.0103282515,NaN,44,132,-0.84,149.875,154.125,4.25,0.9718253158,0.009839436888,NaN,44,132,-0.84,149.9375,154.0625,4.125,0.9574271078,0.01438154948,NaN,44,132,-0.84,149.9375,154.0625,4.125,0.9574271078,0.01438154948
60,180,-1.98,150,154,4,0.9810229432,0,NaN,45,135,-1.08,150.03125,153.96875,3.9375,0.9733285268,0.01027606576,NaN,45,135,-1.08,149.8125,154.1875,4.375,1.025978352,0,NaN,45,135,-0.9,149.8125,154.1875,4.375,0.9860132972,0,NaN,45,135,-0.9,149.8125,154.1875,4.375,0.9860132972,0,NaN,45,135,-0.9,149.875,154.15625,4.28125,0.9753916592,0.00840735909,NaN,45,135,-0.9,149.84375,154.15625,4.3125,0.9789450104,0.007832073665,NaN,45,135,-0.9,149.875,154.125,4.25,0.9718253158,0.01109891159,NaN,45,135,-0.9,149.9375,154.0625,4.125,0.9574271078,0.01336870212
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,46,138,-1.14,150.03125,153.96875,3.9375,0.9733285268,0.01086326952,NaN,46,138,-1.14,149.8125,154.1875,4.375,1.025978352,0,NaN,46,138,-0.96,149.8125,154.1875,4.375,0.9860132972,0,NaN,46,138,-0.96,149.8125,154.1875,4.375,0.9860132972,0,NaN,46,138,-0.96,149.84375,154.1875,4.34375,0.9824855102,0,NaN,46,138,-0.96,149.8125,154.1875,4.375,0.9860132972,0,NaN,46,138,-0.96,149.875,154.125,4.25,0.9718253158,0.009599781146,NaN,46,138,-0.96,149.875,154.125,4.25,0.9718253158,0.01186957168
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,47,141,-1.2,150.03125,153.96875,3.9375,0.9733285268,0.01145047327,NaN,47,141,-1.2,149.8125,154.1875,4.375,1.025978352,0,NaN,47,141,-1.02,149.8125,154.1875,4.375,0.9860132972,0,NaN,47,141,-1.02,149.8125,154.1875,4.375,0.9860132972,0,NaN,47,141,-1.02,149.8125,154.1875,4.375,0.9860132972,0,NaN,47,141,-1.02,149.8125,154.1875,4.375,0.9860132972,0,NaN,47,141,-1.02,149.84375,154.15625,4.3125,0.9789450104,0.008917639535,NaN,47,141,-1.02,149.875,154.125,4.25,0.9718253158,0.01021912187
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,48,144,-1.26,150,154,4,0.9810229432,0,NaN,48,144,-1.26,149.8125,154.1875,4.375,1.025978352,0,NaN,48,144,-1.08,149.78125,154.21875,4.4375,0.993031274,0,NaN,48,144,-1.08,149.8125,154.1875,4.375,0.9860132972,0,NaN,48,144,-1.08,149.8125,154.1875,4.375,0.9860132972,0,NaN,48,144,-1.08,149.8125,154.1875,4.375,0.9860132972,0,NaN,48,144,-1.08,149.84375,154.1875,4.34375,0.9824855102,0,NaN,48,144,-1.08,149.84375,154.15625,4.3125,0.9789450104,0.00946042247
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,49,147,-1.32,150,154,4,0.9810229432,0,NaN,49,147,-1.32,149.8125,154.1875,4.375,1.025978352,0,NaN,49,147,-1.14,149.78125,154.21875,4.4375,0.993031274,0,NaN,49,147,-1.14,149.8125,154.1875,4.375,0.9860132972,0,NaN,49,147,-1.14,149.8125,154.1875,4.375,0.9860132972,0,NaN,49,147,-1.14,149.8125,154.1875,4.375,0.9860132972,0,NaN,49,147,-1.14,149.8125,154.1875,4.375,0.9860132972,0,NaN,49,147,-1.14,149.84375,154.15625,4.3125,0.9789450104,0.00862516529
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,50,150,-1.38,150,154,4,0.9810229432,0,NaN,50,150,-1.38,149.8125,154.1875,4.375,1.025978352,0,NaN,50,150,-1.2,149.78125,154.21875,4.4375,0.993031274,0,NaN,50,150,-1.2,149.8125,154.1875,4.375,0.9860132972,0,NaN,50,150,-1.2,149.8125,154.21875,4.40625,0.9895285073,0,NaN,50,150,-1.2,149.8125,154.1875,4.375,0.9860132972,0,NaN,50,150,-1.2,149.8125,154.1875,4.375,0.9860132972,0,NaN,50,150,-1.2,149.84375,154.1875,4.34375,0.9824855102,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,51,153,-1.44,150,154,4,0.9810229432,0,NaN,51,153,-1.44,149.8125,154.1875,4.375,1.025978352,0,NaN,51,153,-1.26,149.78125,154.21875,4.4375,0.993031274,0,NaN,51,153,-1.26,149.8125,154.1875,4.375,0.9860132972,0,NaN,51,153,-1.26,149.8125,154.21875,4.40625,0.9895285073,0,NaN,51,153,-1.26,149.78125,154.1875,4.40625,0.9895285073,0,NaN,51,153,-1.26,149.8125,154.21875,4.40625,0.9895285073,0,NaN,51,153,-1.26,149.8125,154.1875,4.375,0.9860132972,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,52,156,-1.5,150,154,4,0.9810229432,0,NaN,52,156,-1.5,149.8125,154.1875,4.375,1.025978352,0,NaN,52,156,-1.32,149.78125,154.21875,4.4375,0.993031274,0,NaN,52,156,-1.32,149.8125,154.1875,4.375,0.9860132972,0,NaN,52,156,-1.32,149.8125,154.21875,4.40625,0.9895285073,0,NaN,52,156,-1.32,149.78125,154.21875,4.4375,0.993031274,0,NaN,52,156,-1.32,149.8125,154.21875,4.40625,0.9895285073,0,NaN,52,156,-1.32,149.8125,154.1875,4.375,0.9860132972,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,53,159,-1.56,150,154,4,0.9810229432,0,NaN,53,159,-1.56,149.8125,154.1875,4.375,1.025978352,0,NaN,53,159,-1.38,149.78125,154.21875,4.4375,0.993031274,0,NaN,53,159,-1.38,149.8125,154.1875,4.375,0.9860132972,0,NaN,53,159,-1.38,149.8125,154.21875,4.40625,0.9895285073,0,NaN,53,159,-1.38,149.78125,154.21875,4.4375,0.993031274,0,NaN,53,159,-1.38,149.8125,154.21875,4.40625,0.9895285073,0,NaN,53,159,-1.38,149.8125,154.1875,4.375,0.9860132972,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,54,162,-1.62,149.96875,154.03125,4.0625,0.9886574781,0,NaN,54,162,-1.62,149.8125,154.1875,4.375,1.025978352,0,NaN,54,162,-1.44,149.78125,154.21875,4.4375,0.993031274,0,NaN,54,162,-1.44,149.8125,154.1875,4.375,0.9860132972,0,NaN,54,162,-1.44,149.8125,154.21875,4.40625,0.9895285073,0,NaN,54,162,-1.44,149.78125,154.21875,4.4375,0.993031274,0,NaN,54,162,-1.44,149.8125,154.21875,4.40625,0.9895285073,0,NaN,54,162,-1.44,149.8125,154.1875,4.375,0.9860132972,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,55,165,-1.68,149.96875,154.03125,4.0625,0.9886574781,0,NaN,55,165,-1.68,NaN,NaN,0,NaN,NaN,NaN,55,165,-1.5,149.78125,154.21875,4.4375,0.993031274,0,NaN,55,165,-1.5,149.8125,154.1875,4.375,0.9860132972,0,NaN,55,165,-1.5,149.78125,154.21875,4.4375,0.993031274,0,NaN,55,165,-1.5,149.78125,154.21875,4.4375,0.993031274,0,NaN,55,165,-1.5,149.8125,154.21875,4.40625,0.9895285073,0,NaN,55,165,-1.5,149.8125,154.1875,4.375,0.9860132972,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,56,168,-1.74,149.96875,154.03125,4.0625,0.9886574781,0,NaN,56,168,-1.74,NaN,NaN,0,NaN,NaN,NaN,56,168,-1.56,149.78125,154.21875,4.4375,0.993031274,0,NaN,56,168,-1.56,149.78125,154.21875,4.4375,0.993031274,0,NaN,56,168,-1.56,149.78125,154.21875,4.4375,0.993031274,0,NaN,56,168,-1.56,149.78125,154.21875,4.4375,0.993031274,0,NaN,56,168,-1.56,149.8125,154.21875,4.40625,0.9895285073,0,NaN,56,168,-1.56,149.8125,154.21875,4.40625,0.9895285073,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,57,171,-1.8,149.96875,154.03125,4.0625,0.9886574781,0,NaN,57,171,-1.8,NaN,NaN,0,NaN,NaN,NaN,57,171,-1.62,149.78125,154.21875,4.4375,0.993031274,0,NaN,57,171,-1.62,149.78125,154.21875,4.4375,0.993031274,0,NaN,57,171,-1.62,149.78125,154.21875,4.4375,0.993031274,0,NaN,57,171,-1.62,149.78125,154.21875,4.4375,0.993031274,0,NaN,57,171,-1.62,149.8125,154.21875,4.40625,0.9895285073,0,NaN,57,171,-1.62,149.8125,154.21875,4.40625,0.9895285073,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,58,174,-1.86,149.96875,154.03125,4.0625,0.9886574781,0,NaN,58,174,-1.86,NaN,NaN,0,NaN,NaN,NaN,58,174,-1.68,149.78125,154.21875,4.4375,0.993031274,0,NaN,58,174,-1.68,149.78125,154.21875,4.4375,0.993031274,0,NaN,58,174,-1.68,149.78125,154.21875,4.4375,0.993031274,0,NaN,58,174,-1.68,149.78125,154.21875,4.4375,0.993031274,0,NaN,58,174,-1.68,149.8125,154.21875,4.40625,0.9895285073,0,NaN,58,174,-1.68,149.8125,154.21875,4.40625,0.9895285073,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,59,177,-1.92,149.96875,154.03125,4.0625,0.9886574781,0,NaN,59,177,-1.92,NaN,NaN,0,NaN,NaN,NaN,59,177,-1.74,149.78125,154.21875,4.4375,0.993031274,0,NaN,59,177,-1.74,149.78125,154.21875,4.4375,0.993031274,0,NaN,59,177,-1.74,149.78125,154.21875,4.4375,0.993031274,0,NaN,59,177,-1.74,149.78125,154.21875,4.4375,0.993031274,0,NaN,59,177,-1.74,149.8125,154.21875,4.40625,0.9895285073,0,NaN,59,177,-1.74,149.8125,154.21875,4.40625,0.9895285073,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,60,180,-1.98,149.96875,154.03125,4.0625,0.9886574781,0,NaN,60,180,-1.98,NaN,NaN,0,NaN,NaN,NaN,60,180,-1.8,149.78125,154.21875,4.4375,0.993031274,0,NaN,60,180,-1.8,149.78125,154.21875,4.4375,0.993031274,0,NaN,60,180,-1.8,149.78125,154.21875,4.4375,0.993031274,0,NaN,60,180,-1.8,149.78125,154.21875,4.4375,0.993031274,0,NaN,60,180,-1.8,149.8125,154.21875,4.40625,0.9895285073,0,NaN,60,180,-1.8,149.8125,154.21875,4.40625,0.9895285073,0
