Constant parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disc name,A6,,All distances are in inches unless otherwise specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5,157.5,-1.47,,,0,,,,52.5,157.5,-1.38,,,0,,,,52.5,157.5,-1.47,,,0,,,,52.5,157.5,-1.44,,,0,,,,52.5,157.5,-1.44,,,,,,,52.5,157.5,-1.47,,,,,,,52.5,157.5,-1.44,,,,,,,52.5,157.5,-1.41,,,,,,,52.5,157.5,-1.41,,,,,,,52.5,157.5,-1.41,,,,,,,52.5,157.5,-1.47,,,,,,,52.5,157.5,-1.47,,,,,,,52.5,157.5,-1.44,,,,,
53,159,-1.5,,,0,,,,53,159,-1.41,150.75,155.1875,4.4375,0.9965,0.0000,,53,159,-1.5,,,0,,,,53,159,-1.47,,,0,,,,53,159,-1.47,,,,,,,53,159,-1.5,,,,,,,53,159,-1.47,,,,,,,53,159,-1.44,,23,4.4375,1.0000,0.0000,,53,159,-1.44,,,,,,,53,159,-1.44,,24,4.375,1.0000,0.0000,,53,159,-1.5,,25,4.3125,1.0000,0.0000,,53,159,-1.5,,,,,,,53,159,-1.47,,,,,
53.5,160.5,-1.53,,,0,,,,53.5,160.5,-1.44,,,0,,,,53.5,160.5,-1.53,,,0,,,,53.5,160.5,-1.5,,,0,,,,53.5,160.5,-1.5,,,,,,,53.5,160.5,-1.53,,,,,,,53.5,160.5,-1.5,,,,,,,53.5,160.5,-1.47,,,,,,,53.5,160.5,-1.47,,,,,,,53.5,160.5,-1.47,,,,,,,53.5,160.5,-1.53,,25,4.3125,1.0000,0.0000,,53.5,160.5,-1.53,,,,,,,53.5,160.5,-1.5,,,,,
54,162,-1.56,150.71875,155.21875,4.5,1.0000,0.0000,,54,162,-1.47,,,0,,,,54,162,-1.56,150.75,155.1875,4.4375,0.9930,0.0000,,54,162,-1.53,150.78125,155.1875,4.40625,1.0000,0.0000,,54,162,-1.53,,25,4.375,1.0000,0.0000,,54,162,-1.56,,24,4.375,1.0000,0.0000,,54,162,-1.53,,25,4.375,1.0000,0.0000,,54,162,-1.5,,,,,,,54,162,-1.5,,23,4.4375,1.0000,0.0000,,54,162,-1.5,,,,,,,54,162,-1.56,,25,4.3125,1.0000,0.0000,,54,162,-1.56,,24,4.375,1.0000,0.0000,,54,162,-1.53,,25,4.375,1.0000,0.0000
54.5,163.5,-1.59,,,0,,,,54.5,163.5,-1.5,,,0,,,,54.5,163.5,-1.59,,,0,,,,54.5,163.5,-1.56,,,0,,,,54.5,163.5,-1.56,,,,,,,54.5,163.5,-1.59,,,,,,,54.5,163.5,-1.56,,,,,,,54.5,163.5,-1.53,,,,,,,54.5,163.5,-1.53,,,,,,,54.5,163.5,-1.53,,,,,,,54.5,163.5,-1.59,,25,4.3125,1.0000,0.0000,,54.5,163.5,-1.59,,,,,,,54.5,163.5,-1.56,,,,,
55,165,-1.62,,,0,,,,55,165,-1.53,150.75,155.1875,4.4375,0.9965,0.0000,,55,165,-1.62,,,0,,,,55,165,-1.59,,,0,,,,55,165,-1.59,,,,,,,55,165,-1.62,,,,,,,55,165,-1.59,,,,,,,55,165,-1.56,,23,4.4375,1.0000,0.0000,,55,165,-1.56,,,,,,,55,165,-1.56,,24,4.375,1.0000,0.0000,,55,165,-1.62,,25,4.3125,1.0000,0.0000,,55,165,-1.62,,,,,,,55,165,-1.59,,,,,
55.5,166.5,-1.65,,,0,,,,55.5,166.5,-1.56,,,0,,,,55.5,166.5,-1.65,,,0,,,,55.5,166.5,-1.62,,,0,,,,55.5,166.5,-1.62,,,,,,,55.5,166.5,-1.65,,,,,,,55.5,166.5,-1.62,,,,,,,55.5,166.5,-1.59,,,,,,,55.5,166.5,-1.59,,,,,,,55.5,166.5,-1.59,,,,,,,55.5,166.5,-1.65,,25,4.3125,1.0000,0.0000,,55.5,166.5,-1.65,,,,,,,55.5,166.5,-1.62,,,,,
56,168,-1.68,150.71875,155.21875,4.5,1.0000,0.0000,,56,168,-1.59,150.75,155.21875,4.46875,1.0000,0.0000,,56,168,-1.68,150.75,155.21875,4.46875,0.9965,0.0000,,56,168,-1.65,150.78125,155.1875,4.40625,1.0000,0.0000,,56,168,-1.65,,25,4.375,1.0000,0.0000,,56,168,-1.68,,24,4.375,1.0000,0.0000,,56,168,-1.65,,25,4.375,1.0000,0.0000,,56,168,-1.62,,,,,,,56,168,-1.62,,23,4.4375,1.0000,0.0000,,56,168,-1.62,,,,,,,56,168,-1.68,,24,4.375,1.0072,0.0000,,56,168,-1.68,,24,4.375,1.0000,0.0000,,56,168,-1.65,,25,4.375,1.0000,0.0000
56.5,169.5,-1.71,,,0,,,,56.5,169.5,-1.62,,,0,,,,56.5,169.5,-1.71,,,0,,,,56.5,169.5,-1.68,,,0,,,,56.5,169.5,-1.68,,,,,,,56.5,169.5,-1.71,,,,,,,56.5,169.5,-1.68,,,,,,,56.5,169.5,-1.65,,,,,,,56.5,169.5,-1.65,,,,,,,56.5,169.5,-1.65,,,,,,,56.5,169.5,-1.71,,25,4.3125,1.0000,0.0000,,56.5,169.5,-1.71,,,,,,,56.5,169.5,-1.68,,,,,
57,171,-1.74,,,0,,,,57,171,-1.65,,,0,,,,57,171,-1.74,,,0,,,,57,171,-1.71,,,0,,,,57,171,-1.71,,,,,,,57,171,-1.74,,,,,,,57,171,-1.71,,,,,,,57,171,-1.68,,23,4.4375,1.0000,0.0000,,57,171,-1.68,,,,,,,57,171,-1.68,,24,4.375,1.0000,0.0000,,57,171,-1.74,,25,4.3125,1.0000,0.0000,,57,171,-1.74,,,,,,,57,171,-1.71,,,,,
57.5,172.5,-1.77,,,0,,,,57.5,172.5,-1.68,,,0,,,,57.5,172.5,-1.77,,,0,,,,57.5,172.5,-1.74,,,0,,,,57.5,172.5,-1.74,,,,,,,57.5,172.5,-1.77,,,,,,,57.5,172.5,-1.74,,,,,,,57.5,172.5,-1.71,,,,,,,57.5,172.5,-1.71,,,,,,,57.5,172.5,-1.71,,,,,,,57.5,172.5,-1.77,,25,4.3125,1.0000,0.0000,,57.5,172.5,-1.77,,,,,,,57.5,172.5,-1.74,,,,,
58,174,-1.8,150.71875,155.21875,4.5,1.0000,0.0000,,58,174,-1.71,150.75,155.21875,4.46875,1.0000,0.0000,,58,174,-1.8,150.75,155.21875,4.46875,0.9965,0.0000,,58,174,-1.77,150.78125,155.1875,4.40625,1.0000,0.0000,,58,174,-1.77,,25,4.375,1.0000,0.0000,,58,174,-1.8,,24,4.375,1.0000,0.0000,,58,174,-1.77,,25,4.375,1.0000,0.0000,,58,174,-1.74,,,,,,,58,174,-1.74,,23,4.4375,1.0000,0.0000,,58,174,-1.74,,24,4.375,1.0000,0.0000,,58,174,-1.8,,26,4.25,0.9927,0.0000,,58,174,-1.8,,24,4.375,1.0000,0.0000,,58,174,-1.77,,25,4.375,1.0000,0.0000
58.5,175.5,-1.83,,,0,,,,58.5,175.5,-1.74,,,0,,,,58.5,175.5,-1.83,,,0,,,,58.5,175.5,-1.8,,,0,,,,58.5,175.5,-1.8,,,,,,,58.5,175.5,-1.83,,,,,,,58.5,175.5,-1.8,,,,,,,58.5,175.5,-1.77,,,,,,,58.5,175.5,-1.77,,,,,,,58.5,175.5,-1.77,,,,,,,58.5,175.5,-1.83,,26,4.25,0.9927,0.0000,,58.5,175.5,-1.83,,,,,,,58.5,175.5,-1.8,,,,,
59,177,-1.86,,,0,,,,59,177,-1.77,,,0,,,,59,177,-1.86,,,0,,,,59,177,-1.83,,,0,,,,59,177,-1.83,,,,,,,59,177,-1.86,,,,,,,59,177,-1.83,,,,,,,59,177,-1.8,,,,,,,59,177,-1.8,,,,,,,59,177,-1.8,,24,4.375,1.0000,0.0000,,59,177,-1.86,,26,4.25,0.9927,0.0000,,59,177,-1.86,,,,,,,59,177,-1.83,,,,,
59.5,178.5,-1.89,,,0,,,,59.5,178.5,-1.8,,,0,,,,59.5,178.5,-1.89,,,0,,,,59.5,178.5,-1.86,,,0,,,,59.5,178.5,-1.86,,,,,,,59.5,178.5,-1.89,,,,,,,59.5,178.5,-1.86,,,,,,,59.5,178.5,-1.83,,,,,,,59.5,178.5,-1.83,,,,,,,59.5,178.5,-1.83,,,,,,,59.5,178.5,-1.89,,26,4.25,0.9927,0.0000,,59.5,178.5,-1.89,,,,,,,59.5,178.5,-1.86,,,,,
60,180,-1.92,150.71875,155.21875,4.5,1.0000,0.0000,,60,180,-1.83,150.75,155.21875,4.46875,1.0000,0.0000,,60,180,-1.92,150.71875,155.21875,4.5,1.0000,0.0000,,60,180,-1.89,150.78125,155.1875,4.40625,1.0000,0.0000,,60,180,-1.89,,25,4.375,1.0000,0.0000,,60,180,-1.92,,24,4.375,1.0000,0.0000,,60,180,-1.89,,25,4.375,1.0000,0.0000,,60,180,-1.86,,23,4.4375,1.0000,0.0000,,60,180,-1.86,,23,4.4375,1.0000,0.0000,,60,180,-1.86,,24,4.375,1.0000,0.0000,,60,180,-1.92,,26,4.25,0.9927,0.0000,,60,180,-1.92,,24,4.375,1.0000,0.0000,,60,180,-1.89,,25,4.375,1.0000,0.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09375,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
