Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51,5.1,-1.2192,150,154,4,0.9810229432,0.003546934609,NaN,51,5.1,-1.2192,149.8125,154.1875,4.375,1.025978352,NaN,NaN,51,5.1,-1.0668,149.78125,154.21875,4.4375,0.993031274,0.001150131437,NaN,51,5.1,-1.0668,149.8125,154.1875,4.375,0.9860132972,0.002292077391,NaN,51,5.1,-1.0668,149.8125,154.21875,4.40625,0.9895285073,0.001722138456,NaN,51,5.1,-1.0668,149.78125,154.1875,4.40625,0.9895285073,0.001722138456,NaN,51,5.1,-1.0668,149.8125,154.21875,4.40625,0.9895285073,0.001722138456,NaN,51,5.1,-1.0668,149.8125,154.1875,4.375,0.9860132972,0.002292077391
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52,5.2,-1.27,150,154,4,0.9810229432,0.003697867996,NaN,52,5.2,-1.27,149.8125,154.1875,4.375,1.025978352,NaN,NaN,52,5.2,-1.1176,149.78125,154.21875,4.4375,0.993031274,0.00120623541,NaN,52,5.2,-1.1176,149.8125,154.1875,4.375,0.9860132972,0.002403886045,NaN,52,5.2,-1.1176,149.8125,154.21875,4.40625,0.9895285073,0.00180614521,NaN,52,5.2,-1.1176,149.78125,154.21875,4.4375,0.993031274,0.00120623541,NaN,52,5.2,-1.1176,149.8125,154.21875,4.40625,0.9895285073,0.00180614521,NaN,52,5.2,-1.1176,149.8125,154.1875,4.375,0.9860132972,0.002403886045
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53,5.3,-1.3208,150,154,4,0.9810229432,0.003848801384,NaN,53,5.3,-1.3208,149.8125,154.1875,4.375,1.025978352,NaN,NaN,53,5.3,-1.1684,149.78125,154.21875,4.4375,0.993031274,0.001262339382,NaN,53,5.3,-1.1684,149.8125,154.1875,4.375,0.9860132972,0.002515694698,NaN,53,5.3,-1.1684,149.8125,154.21875,4.40625,0.9895285073,0.001890151964,NaN,53,5.3,-1.1684,149.78125,154.21875,4.4375,0.993031274,0.001262339382,NaN,53,5.3,-1.1684,149.8125,154.21875,4.40625,0.9895285073,0.001890151964,NaN,53,5.3,-1.1684,149.8125,154.1875,4.375,0.9860132972,0.002515694698
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54,5.4,-1.3716,149.96875,154.03125,4.0625,0.9886574781,0.002409232167,NaN,54,5.4,-1.3716,149.8125,154.1875,4.375,1.025978352,NaN,NaN,54,5.4,-1.2192,149.78125,154.21875,4.4375,0.993031274,0.001318443355,NaN,54,5.4,-1.2192,149.8125,154.1875,4.375,0.9860132972,0.002627503351,NaN,54,5.4,-1.2192,149.8125,154.21875,4.40625,0.9895285073,0.001974158718,NaN,54,5.4,-1.2192,149.78125,154.21875,4.4375,0.993031274,0.001318443355,NaN,54,5.4,-1.2192,149.8125,154.21875,4.40625,0.9895285073,0.001974158718,NaN,54,5.4,-1.2192,149.8125,154.1875,4.375,0.9860132972,0.002627503351
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55,5.5,-1.4224,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,55,5.5,-1.4224,NaN,NaN,0,0,NaN,NaN,55,5.5,-1.27,149.78125,154.21875,4.4375,0.993031274,0.001374547328,NaN,55,5.5,-1.27,149.8125,154.1875,4.375,0.9860132972,0.002739312004,NaN,55,5.5,-1.27,149.78125,154.21875,4.4375,0.993031274,0.001374547328,NaN,55,5.5,-1.27,149.78125,154.21875,4.4375,0.993031274,0.001374547328,NaN,55,5.5,-1.27,149.8125,154.21875,4.40625,0.9895285073,0.002058165472,NaN,55,5.5,-1.27,149.8125,154.1875,4.375,0.9860132972,0.002739312004
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56,5.6,-1.4732,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,56,5.6,-1.4732,NaN,NaN,0,0,NaN,NaN,56,5.6,-1.3208,149.78125,154.21875,4.4375,0.993031274,0.0014306513,NaN,56,5.6,-1.3208,149.78125,154.21875,4.4375,0.993031274,0.0014306513,NaN,56,5.6,-1.3208,149.78125,154.21875,4.4375,0.993031274,0.0014306513,NaN,56,5.6,-1.3208,149.78125,154.21875,4.4375,0.993031274,0.0014306513,NaN,56,5.6,-1.3208,149.8125,154.21875,4.40625,0.9895285073,0.002142172226,NaN,56,5.6,-1.3208,149.8125,154.21875,4.40625,0.9895285073,0.002142172226
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,5.7,-1.524,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,57,5.7,-1.524,NaN,NaN,0,0,NaN,NaN,57,5.7,-1.3716,149.78125,154.21875,4.4375,0.993031274,0.001486755273,NaN,57,5.7,-1.3716,149.78125,154.21875,4.4375,0.993031274,0.001486755273,NaN,57,5.7,-1.3716,149.78125,154.21875,4.4375,0.993031274,0.001486755273,NaN,57,5.7,-1.3716,149.78125,154.21875,4.4375,0.993031274,0.001486755273,NaN,57,5.7,-1.3716,149.8125,154.21875,4.40625,0.9895285073,0.00222617898,NaN,57,5.7,-1.3716,149.8125,154.21875,4.40625,0.9895285073,0.00222617898
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58,5.8,-1.5748,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,58,5.8,-1.5748,NaN,NaN,0,0,NaN,NaN,58,5.8,-1.4224,149.78125,154.21875,4.4375,0.993031274,0.001542859245,NaN,58,5.8,-1.4224,149.78125,154.21875,4.4375,0.993031274,0.001542859245,NaN,58,5.8,-1.4224,149.78125,154.21875,4.4375,0.993031274,0.001542859245,NaN,58,5.8,-1.4224,149.78125,154.21875,4.4375,0.993031274,0.001542859245,NaN,58,5.8,-1.4224,149.8125,154.21875,4.40625,0.9895285073,0.002310185734,NaN,58,5.8,-1.4224,149.8125,154.21875,4.40625,0.9895285073,0.002310185734
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59,5.9,-1.6256,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,59,5.9,-1.6256,NaN,NaN,0,0,NaN,NaN,59,5.9,-1.4732,149.78125,154.21875,4.4375,0.993031274,0.001598963218,NaN,59,5.9,-1.4732,149.78125,154.21875,4.4375,0.993031274,0.001598963218,NaN,59,5.9,-1.4732,149.78125,154.21875,4.4375,0.993031274,0.001598963218,NaN,59,5.9,-1.4732,149.78125,154.21875,4.4375,0.993031274,0.001598963218,NaN,59,5.9,-1.4732,149.8125,154.21875,4.40625,0.9895285073,0.002394192488,NaN,59,5.9,-1.4732,149.8125,154.21875,4.40625,0.9895285073,0.002394192488
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60,6,-1.6764,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,60,6,-1.6764,NaN,NaN,0,0,NaN,NaN,60,6,-1.524,149.78125,154.21875,4.4375,0.993031274,0.00165506719,NaN,60,6,-1.524,149.78125,154.21875,4.4375,0.993031274,0.00165506719,NaN,60,6,-1.524,149.78125,154.21875,4.4375,0.993031274,0.00165506719,NaN,60,6,-1.524,149.78125,154.21875,4.4375,0.993031274,0.00165506719,NaN,60,6,-1.524,149.8125,154.21875,4.40625,0.9895285073,0.002478199242,NaN,60,6,-1.524,149.8125,154.21875,4.40625,0.9895285073,0.002478199242
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61,6.1,-1.7272,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62,6.2,-1.778,149.96875,154.03125,4.0625,0.9886574781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
